ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,Constituency type,Declaration time,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
E14001383,E12000003,Normanton and Hemsworth,,Yorkshire and The Humber,England,County,,Jon,Trickett,Male,Lab hold,Lab,RUK,75645,36349,137,6662,4995,17275,1319,10613,2147,0,0,0,0,0,0,0,0,0
N05000012,N92000002,North Antrim,,Northern Ireland,Northern Ireland,County,,Jim,Allister,Male,TUV gain from DUP,TUV,DUP,74697,41185,176,450,0,0,0,0,0,0,0,11192,7714,1661,3901,4488,12229,11642
S14000048,S92000003,North Ayrshire and Arran,,Scotland,Scotland,County,,Irene,Campbell,Female,Lab gain from SNP,Lab,SNP,72176,42262,161,3551,5954,16821,1005,3415,1327,13270,0,0,0,0,0,0,470,0
E14001384,E12000006,North Bedfordshire,,East of England,England,County,,Richard,Fuller,Male,Con hold,Con,Lab,78850,51561,210,5414,19981,14567,5553,8433,3027,0,0,0,0,0,0,0,0,0
E14001385,E12000009,North Cornwall,,South West,England,County,,Ben,Maguire,Male,LD gain from Con,LD,Con,76741,51245,47,9957,14137,2958,24094,8444,1335,0,0,0,0,0,0,0,277,0
E14001386,E12000009,North Cotswolds,,South West,England,County,,Geoffrey,Clifton-Brown,Male,Con hold,Con,LD,73203,50229,188,3357,17426,8593,14069,6502,3191,0,0,0,0,0,0,0,448,0
E14001387,E12000009,North Devon,,South West,England,County,,Ian,Roome,Male,LD gain from Con,LD,Con,79079,51417,132,6744,15076,3216,21820,8137,2348,0,0,0,0,0,0,0,820,0
E14001388,E12000009,North Dorset,,South West,England,County,,Simon,Hoare,Male,Con hold,Con,LD,72690,49683,153,1589,18208,4370,16619,7894,2082,0,0,0,0,0,0,0,510,0
N05000013,N92000002,North Down,,Northern Ireland,Northern Ireland,County,,Alex,Easton,Male,Ind gain from APNI,Ind,APNI,73885,43296,168,7305,0,0,0,0,1247,0,0,0,0,657,6754,13608,21030,20913
E14001389,E12000001,North Durham,,North East,England,County,,Luke,Akehurst,Male,Lab hold,Lab,RUK,73226,41565,162,5873,6492,16562,4208,10689,2366,0,0,0,0,0,0,0,1248,0
E14001390,E12000006,North East Cambridgeshire,,East of England,England,County,,Steve,Barclay,Male,Con hold,Con,RUK,71511,39176,145,7189,16246,8008,2716,9057,2001,0,0,0,0,0,0,0,1148,0
E14001391,E12000004,North East Derbyshire,,East Midlands,England,County,,Louise,Jones,Female,Lab gain from Con,Lab,Con,73234,45866,120,1753,15838,17591,2159,7899,2271,0,0,0,0,0,0,0,108,0
S14000100,S92000003,North East Fife,,Scotland,Scotland,County,,Wendy,Chamberlain,Female,LD gain from SNP,LD,SNP,69762,42728,147,13479,1666,4026,23384,2094,1653,9905,0,0,0,0,0,0,0,0
E14001392,E12000008,North East Hampshire,,South East,England,County,,Alex,Brewer,Female,LD gain from Con,LD,Con,76923,55560,143,634,20544,5057,21178,6673,1425,0,0,0,0,0,0,0,683,0
E14001393,E12000006,North East Hertfordshire,,East of England,England,County,,Chris,Hinchliff,Male,Lab gain from Con,Lab,Con,77697,52520,173,1923,16435,18358,5463,8462,3802,0,0,0,0,0,0,0,0,0
E14001394,E12000009,North East Somerset and Hanham,,South West,England,County,,Dan,Norris,Male,Lab gain from Con,Lab,Con,73889,51125,142,5319,15420,20739,3878,7424,3222,0,0,0,0,0,0,0,442,0
E14001395,E12000005,North Herefordshire,,West Midlands,England,County,,Ellie,Chowns,Female,Green gain from Con,Green,Con,72797,50362,145,5894,15842,3205,1436,8048,21736,0,0,0,0,0,0,0,95,0
E14001396,E12000006,North Norfolk,,East of England,England,County,,Steffan,Aquarone,Male,LD gain from Con,LD,Con,71438,47043,138,2585,16903,2878,19488,6368,1406,0,0,0,0,0,0,0,0,0
E14001397,E12000001,North Northumberland,,North East,England,County,,David,Smith,Male,Lab gain from Con,Lab,Con,74190,48843,149,5067,12788,17855,5169,7688,1743,0,0,0,0,0,0,0,3600,0
E14001398,E12000005,North Shropshire,,West Midlands,England,County,,Helen,Morgan,Female,LD gain from Con,LD,Con,77573,49594,120,15311,10903,3423,26214,7687,1234,0,0,0,0,0,0,0,133,0
E14001399,E12000009,North Somerset,,South West,England,County,,Sadik,Al-Hassan,Male,Lab gain from Con,Lab,Con,74426,53766,177,639,18499,19138,7121,5602,3273,0,0,0,0,0,0,0,133,0
E14001400,E12000005,North Warwickshire and Bedworth,,West Midlands,England,County,,Rachel,Taylor,Female,Lab gain from Con,Lab,Con,69752,40940,141,2198,12529,14727,1228,10701,1755,0,0,0,0,0,0,0,0,0
E14001401,E12000006,North West Cambridgeshire,,East of England,England,County,,Sam,Carling,Male,Lab gain from Con,Lab,Con,75915,44424,184,39,14746,14785,3192,8741,2960,0,0,0,0,0,0,0,0,0
E14001402,E12000006,North West Essex,,East of England,England,County,,Kemi,Badenoch,Female,Con hold,Con,Lab,79698,54386,215,2610,19360,16750,6055,7668,2846,0,0,0,0,0,0,0,1707,0
E14001403,E12000008,North West Hampshire,,South East,England,County,,Kit,Malthouse,Male,Con hold,Con,Lab,78629,50823,171,3288,17770,14482,7626,7734,2745,0,0,0,0,0,0,0,466,0
E14001404,E12000004,North West Leicestershire,,East Midlands,England,County,,Amanda,Hack,Female,Lab gain from Con,Lab,Con,77750,48572,137,1012,15859,16871,1629,9678,2831,0,0,0,0,0,0,0,1704,0
E14001405,E12000006,North West Norfolk,,East of England,England,County,,James,Wild,Male,Con hold,Con,Lab,74415,44566,187,4954,16097,11143,6492,8697,2137,0,0,0,0,0,0,0,0,0
E14001406,E12000004,Northampton North,,East Midlands,England,Borough,,Lucy,Rigby,Female,Lab gain from Con,Lab,Con,75575,41813,138,9014,9195,18209,2251,7010,2558,0,0,0,0,0,0,0,2590,0
E14001407,E12000004,Northampton South,,East Midlands,England,Borough,,Mike,Reader,Male,Lab gain from Con,Lab,Con,70393,43904,159,4071,12819,16890,3193,8210,2398,0,0,0,0,0,0,0,394,0
E14001408,E12000006,Norwich North,,East of England,England,Borough,,Alice,Macdonald,Female,Lab gain from Con,Lab,Con,73717,45765,185,10850,9944,20794,2073,8229,4372,0,0,0,0,0,0,0,353,0
E14001409,E12000006,Norwich South,,East of England,England,Borough,,Clive,Lewis,Male,Lab hold,Lab,Green,76296,45095,179,13239,5806,21484,3577,5227,8245,0,0,0,0,0,0,0,756,0
E14001410,E12000004,Nottingham East,,East Midlands,England,Borough,,Nadia,Whittome,Female,Lab hold,Lab,Green,69395,36401,226,15162,3925,19494,1741,3578,4332,0,0,0,0,0,0,0,3331,0
E14001411,E12000004,Nottingham North and Kimberley,,East Midlands,England,Borough,,Alex,Norris,Male,Lab hold,Lab,RUK,73768,35007,200,9427,6787,16480,1336,7053,3351,0,0,0,0,0,0,0,0,0
E14001412,E12000004,Nottingham South,,East Midlands,England,Borough,,Lilian,Greenwood,Female,Lab hold,Lab,Con,64255,32879,164,10294,5285,15579,2059,4936,2923,0,0,0,0,0,0,0,2097,0
E14001413,E12000005,Nuneaton,,West Midlands,England,County,,Jodie,Gosling,Female,Lab gain from Con,Lab,Con,71843,41213,105,3479,11737,15216,1340,9059,2894,0,0,0,0,0,0,0,967,0
E14001414,E12000007,Old Bexley and Sidcup,,London,England,Borough,,Louie,French,Male,Con hold,Con,Lab,73198,47633,126,3548,17910,14362,1927,10384,2601,0,0,0,0,0,0,0,449,0
E14001415,E12000002,Oldham East and Saddleworth,,North West,England,County,,Debbie,Abrahams,Female,Lab hold,Lab,RUK,73460,40065,157,6357,6838,14091,3386,7734,1490,0,0,0,0,0,0,0,6526,0
E14001416,E12000002,"Oldham West, Chadderton and Royton",,North West,England,Borough,,Jim,McMahon,Male,Lab hold,Lab,Ind,76031,38573,199,4976,4066,13232,1271,6848,1857,0,0,0,0,0,0,0,11299,0
S14000051,S92000003,Orkney and Shetland,,Scotland,Scotland,County,,Alistair,Carmichael,Male,LD hold,LD,SNP,34236,20688,106,7807,586,1493,11392,1586,2046,3585,0,0,0,0,0,0,0,0
E14001417,E12000007,Orpington,,London,England,Borough,,Gareth,Bacon,Male,Con hold,Con,Lab,71284,46073,165,5118,17504,12386,4728,8896,2319,0,0,0,0,0,0,0,240,0
E14001418,E12000003,Ossett and Denby Dale,,Yorkshire and The Humber,England,County,,Jade,Botterill,Female,Lab gain from Con,Lab,Con,72312,43873,120,4542,12690,17232,1785,9224,2132,0,0,0,0,0,0,0,810,0
E14001419,E12000008,Oxford East,,South East,England,Borough,,Anneliese,Dodds,Female,Lab hold,Lab,Green,71845,39341,390,14465,4739,19541,3437,0,5076,0,0,0,0,0,0,0,6548,0
E14001420,E12000008,Oxford West and Abingdon,,South East,England,County,,Layla,Moran,Female,LD hold,LD,Con,69851,45998,196,14894,8520,5981,23414,4164,3236,0,0,0,0,0,0,0,683,0
S14000101,S92000003,Paisley and Renfrewshire North,,Scotland,Scotland,Burgh,,Alison,Taylor,Female,Lab gain from SNP,Lab,SNP,71103,41519,144,6333,2659,19561,1374,3228,1469,13228,0,0,0,0,0,0,0,0
S14000102,S92000003,Paisley and Renfrewshire South,,Scotland,Scotland,County,,Johanna,Baxter,Female,Lab gain from SNP,Lab,SNP,71574,41283,133,6527,2219,19583,1315,2956,1724,13056,0,0,0,0,0,0,430,0
E14001421,E12000007,Peckham,,London,England,Borough,,Miatta,Fahnbulleh,Female,Lab hold,Lab,Green,72127,38797,226,15228,2276,22813,2724,1790,7585,0,0,0,0,0,0,0,1609,0
E14001422,E12000002,Pendle and Clitheroe,,North West,England,County,,Jonathan,Hinder,Male,Lab gain from Con,Lab,Con,78796,46754,158,902,15227,16129,2039,8171,1421,0,0,0,0,0,0,0,3767,0
E14001423,E12000003,Penistone and Stocksbridge,,Yorkshire and The Humber,England,County,,Marie,Tidball,Female,Lab gain from Con,Lab,Con,70435,43965,167,8739,10430,19169,2866,9456,2044,0,0,0,0,0,0,0,0,0
E14001424,E12000002,Penrith and Solway,,North West,England,County,,Markus,Campbell-Savours,Male,Lab gain from Con,Lab,Con,77935,49281,148,5257,14729,19986,4742,7624,1730,0,0,0,0,0,0,0,470,0
S14000103,S92000003,Perth and Kinross-shire,,Scotland,Scotland,County,,Pete,Wishart,Male,SNP hold,SNP,Con,77261,50077,142,4127,14801,9018,3681,2970,0,18928,0,0,0,0,0,0,679,0
E14001425,E12000006,Peterborough,,East of England,England,County,,Andrew,Pakes,Male,Lab gain from Con,Lab,Con,73378,41872,143,118,13300,13418,1746,5379,2542,0,0,0,0,0,0,0,5487,0
E14001426,E12000009,Plymouth Moor View,,South West,England,Borough,,Fred,Thomas,Male,Lab gain from Con,Lab,Con,74724,42856,118,5604,12061,17665,1766,9670,1694,0,0,0,0,0,0,0,0,0
E14001427,E12000009,Plymouth Sutton and Devonport,,South West,England,Borough,,Luke,Pollard,Male,Lab hold,Lab,RUK,75313,42095,193,13328,6873,20795,2441,7467,3186,0,0,0,0,0,0,0,1333,0
E14001428,E12000003,"Pontefract, Castleford and Knottingley",,Yorkshire and The Humber,England,County,,Yvette,Cooper,Female,Lab hold,Lab,RUK,74618,35957,123,6630,5406,17089,1213,10459,1651,0,0,0,0,0,0,0,139,0
W07000106,W92000004,Pontypridd,,Wales,Wales,County,,Alex,Davies-Jones,Female,Lab hold,Lab,RUK,75951,39378,116,8402,3775,16225,1606,7823,1865,0,5275,0,0,0,0,0,2809,0
E14001429,E12000009,Poole,,South West,England,Borough,,Neil,Duncan-Jordan,Male,Lab gain from Con,Lab,Con,72509,44495,148,18,14150,14168,5507,7429,2218,0,0,0,0,0,0,0,1023,0
E14001430,E12000007,Poplar and Limehouse,,London,England,Borough,,Apsana,Begum,Female,Lab hold,Lab,Green,84116,43051,316,12560,4738,18535,4189,3403,5975,0,0,0,0,0,0,0,6211,0
E14001431,E12000008,Portsmouth North,,South East,England,Borough,,Amanda,Martin,Female,Lab gain from Con,Lab,Con,70446,41593,148,780,13715,14495,3031,8501,1851,0,0,0,0,0,0,0,0,0
E14001432,E12000008,Portsmouth South,,South East,England,Borough,,Stephen,Morgan,Male,Lab hold,Lab,RUK,73711,38928,180,13155,5643,18857,4886,5702,3107,0,0,0,0,0,0,0,733,0
E14001433,E12000002,Preston,,North West,England,Borough,,Mark,Hendrick,Male,Lab hold,Lab,Ind,77400,39993,139,5291,5212,14006,3195,5738,1751,0,0,0,0,0,0,0,10091,0
E14001434,E12000007,Putney,,London,England,Borough,,Fleur,Anderson,Female,Lab hold,Lab,Con,72686,49295,218,12488,11625,24113,5943,3070,3721,0,0,0,0,0,0,0,823,0
E14001435,E12000007,Queen's Park and Maida Vale,,London,England,Borough,,Georgia,Gould,Female,Lab hold,Lab,Green,75558,38343,275,14913,5088,20126,3417,2106,5213,0,0,0,0,0,0,0,2393,0
E14001436,E12000003,Rawmarsh and Conisbrough,,Yorkshire and The Humber,England,County,,John,Healey,Male,Lab hold,Lab,RUK,69133,33904,109,6908,4496,16612,1137,9704,1687,0,0,0,0,0,0,0,268,0
E14001437,E12000006,Rayleigh and Wickford,,East of England,England,County,,Mark,Francois,Male,Con hold,Con,RUK,76576,47978,166,5621,17756,11823,4068,12135,2196,0,0,0,0,0,0,0,0,0
E14001438,E12000008,Reading Central,,South East,England,Borough,,Matt,Rodda,Male,Lab hold,Lab,Con,73600,45291,216,12637,8961,21598,3963,3904,6417,0,0,0,0,0,0,0,448,0
E14001439,E12000008,Reading West and Mid Berkshire,,South East,England,County,,Olivia,Bailey,Female,Lab gain from Con,Lab,Con,68781,46551,151,1361,14912,16273,5103,6260,3169,0,0,0,0,0,0,0,834,0
E14001440,E12000001,Redcar,,North East,England,Borough,,Anna,Turley,Female,Lab gain from Con,Lab,Con,70241,38209,103,3323,12340,15663,1542,7216,1279,0,0,0,0,0,0,0,169,0
E14001441,E12000005,Redditch,,West Midlands,England,County,,Chris,Bloore,Male,Lab gain from Con,Lab,Con,71042,42375,126,789,14021,14810,2165,8516,2098,0,0,0,0,0,0,0,765,0
E14001442,E12000008,Reigate,,South East,England,County,,Rebecca,Paul,Female,Con hold,Con,Lab,77102,53161,198,3187,18822,15635,6773,7240,4691,0,0,0,0,0,0,0,0,0
W07000107,W92000004,Rhondda and Ogmore,,Wales,Wales,County,,Chris,Bryant,Male,Lab hold,Lab,RUK,74493,35806,136,7790,2050,17118,935,9328,1177,0,5198,0,0,0,0,0,0,0
E14001443,E12000002,Ribble Valley,,North West,England,County,,Maya,Ellis,Female,Lab gain from Con,Lab,Con,80484,52023,181,856,17321,18177,5001,8524,1727,0,0,0,0,0,0,0,1273,0
E14001444,E12000003,Richmond and Northallerton,,Yorkshire and The Humber,England,County,,Rishi,Sunak,Male,Con hold,Con,Lab,73886,48526,99,12185,23059,10874,4322,7142,2058,0,0,0,0,0,0,0,1071,0
E14001445,E12000007,Richmond Park,,London,England,Borough,,Sarah,Olney,Female,LD hold,LD,Con,74988,52205,218,17155,11373,5048,28528,3258,3416,0,0,0,0,0,0,0,582,0
E14001446,E12000002,Rochdale,,North West,England,County,,Paul,Waugh,Male,Lab hold,Lab,WPB,72507,39688,95,1440,4273,13027,2816,6773,1212,0,0,0,0,0,0,0,11587,0
E14001447,E12000008,Rochester and Strood,,South East,England,County,,Lauren,Edwards,Female,Lab gain from Con,Lab,Con,74257,42598,135,2930,12473,15403,1894,9966,2427,0,0,0,0,0,0,0,435,0
E14001448,E12000007,Romford,,London,England,Borough,,Andrew,Rosindell,Male,Con hold,Con,Lab,72928,44047,132,1463,15339,13876,1895,9624,2220,0,0,0,0,0,0,0,1093,0
E14001449,E12000008,Romsey and Southampton North,,South East,England,County,,Caroline,Nokes,Female,Con hold,Con,LD,71871,50027,151,2191,19893,4640,17702,5716,1893,0,0,0,0,0,0,0,183,0
E14001450,E12000002,Rossendale and Darwen,,North West,England,County,,Andy,MacNae,Male,Lab gain from Con,Lab,Con,74440,44618,138,5628,12619,18247,1241,9695,2325,0,0,0,0,0,0,0,491,0
E14001451,E12000003,Rother Valley,,Yorkshire and The Humber,England,County,,Jake,Richards,Male,Lab gain from Con,Lab,Con,69459,41608,104,998,15025,16023,1175,7679,1706,0,0,0,0,0,0,0,0,0
E14001452,E12000003,Rotherham,,Yorkshire and The Humber,England,Borough,,Sarah,Champion,Female,Lab hold,Lab,RUK,75929,36932,364,5490,0,16671,2824,11181,2632,0,0,0,0,0,0,0,3624,0
E14001453,E12000005,Rugby,,West Midlands,England,County,,John,Slinger,Male,Lab gain from Con,Lab,Con,74901,49004,196,4428,15105,19533,3252,8225,2556,0,0,0,0,0,0,0,333,0
E14001454,E12000007,"Ruislip, Northwood and Pinner",,London,England,Borough,,David,Simmonds,Male,Con hold,Con,Lab,71683,47091,160,7581,21366,13785,4343,4671,2926,0,0,0,0,0,0,0,0,0
E14001455,E12000002,Runcorn and Helsby,,North West,England,County,,Mike,Amesbury,Male,Lab hold,Lab,RUK,70801,42235,171,14696,6756,22358,2149,7662,2715,0,0,0,0,0,0,0,595,0
E14001456,E12000008,Runnymede and Weybridge,,South East,England,County,,Ben,Spencer,Male,Con hold,Con,LD,73610,48253,156,7627,18442,9963,10815,6419,1954,0,0,0,0,0,0,0,660,0
E14001457,E12000004,Rushcliffe,,East Midlands,England,County,,James,Naish,Male,Lab gain from Con,Lab,Con,79160,57744,212,7426,17865,25291,3133,6353,4367,0,0,0,0,0,0,0,735,0
S14000104,S92000003,Rutherglen,,Scotland,Scotland,Burgh,,Michael,Shanks,Male,Lab gain from SNP,Lab,SNP,72674,42484,129,8767,2420,21460,1714,2685,0,12693,0,0,0,0,0,0,1512,0
E14001458,E12000004,Rutland and Stamford,,East Midlands,England,County,,Alicia,Kearns,Female,Con hold,Con,Lab,71763,48577,170,10394,21248,10854,6252,7008,2806,0,0,0,0,0,0,0,409,0
E14001459,E12000002,Salford,,North West,England,Borough,,Rebecca,Long-Bailey,Female,Lab hold,Lab,RUK,83633,39704,185,15101,3583,21132,2752,6031,5188,0,0,0,0,0,0,0,1018,0
E14001460,E12000009,Salisbury,,South West,England,County,,John,Glen,Male,Con hold,Con,Lab,71802,50173,174,3807,17110,13303,11825,5235,2115,0,0,0,0,0,0,0,585,0
E14001461,E12000003,Scarborough and Whitby,,Yorkshire and The Humber,England,County,,Alison,Hume,Female,Lab gain from Con,Lab,Con,74544,44221,120,5408,12350,17758,1899,9657,1719,0,0,0,0,0,0,0,838,0
E14001462,E12000003,Scunthorpe,,Yorkshire and The Humber,England,County,,Nicholas,Dakin,Male,Lab gain from Con,Lab,Con,73855,39051,103,3542,11942,15484,942,8163,1218,0,0,0,0,0,0,0,1302,0
E14001463,E12000002,Sefton Central,,North West,England,County,,Bill,Esterson,Male,Lab hold,Lab,Con,74284,47449,225,18282,8490,26772,2630,5767,3294,0,0,0,0,0,0,0,496,0
E14001464,E12000003,Selby,,Yorkshire and The Humber,England,County,,Keir,Mather,Male,Lab gain from Con,Lab,Con,78043,49222,161,10195,12593,22788,1792,9565,2484,0,0,0,0,0,0,0,0,0
E14001465,E12000008,Sevenoaks,,South East,England,County,,Laura,Trott,Female,Con hold,Con,LD,73708,49899,151,5440,18328,6802,12888,9341,2033,0,0,0,0,0,0,0,507,0
E14001466,E12000003,Sheffield Brightside and Hillsborough,,Yorkshire and The Humber,England,Borough,,Gill,Furniss,Female,Lab hold,Lab,Green,70389,31612,529,11600,4069,16301,1694,0,4701,0,0,0,0,0,0,0,4847,0
E14001467,E12000003,Sheffield Central,,Yorkshire and The Humber,England,Borough,,Abtisam,Mohamed,Female,Lab hold,Lab,Green,60594,31803,287,8286,2339,16569,2174,0,8283,0,0,0,0,0,0,0,2438,0
E14001468,E12000003,Sheffield Hallam,,Yorkshire and The Humber,England,County,,Olivia,Blake,Female,Lab hold,Lab,LD,72900,51601,504,8189,6205,23875,15686,0,4491,0,0,0,0,0,0,0,1344,0
E14001469,E12000003,Sheffield Heeley,,Yorkshire and The Humber,England,Borough,,Louise,Haigh,Female,Lab hold,Lab,Green,73452,38446,638,15304,5242,21230,3863,0,5926,0,0,0,0,0,0,0,2185,0
E14001470,E12000003,Sheffield South East,,Yorkshire and The Humber,England,Borough,,Clive,Betts,Male,Lab hold,Lab,Con,74156,35771,796,12458,6252,18710,3421,0,3158,0,0,0,0,0,0,0,4230,0
E14001471,E12000004,Sherwood Forest,,East Midlands,England,County,,Michelle,Welsh,Female,Lab gain from Con,Lab,Con,78896,48660,161,5443,13398,18841,1838,11320,2216,0,0,0,0,0,0,0,1047,0
E14001472,E12000003,Shipley,,Yorkshire and The Humber,England,County,,Anna,Dixon,Female,Lab gain from Con,Lab,Con,74130,48303,147,8603,13135,21738,1341,7238,3605,0,0,0,0,0,0,0,1246,0
E14001473,E12000005,Shrewsbury,,West Midlands,England,County,,Julia,Buckley,Female,Lab gain from Con,Lab,Con,76599,51560,195,11355,11577,22932,6722,7524,2387,0,0,0,0,0,0,0,418,0
E14001474,E12000008,Sittingbourne and Sheppey,,South East,England,County,,Kevin,McKenna,Male,Lab gain from Con,Lab,Con,79067,40998,90,355,11564,11919,1321,10512,1692,0,0,0,0,0,0,0,3990,0
E14001475,E12000003,Skipton and Ripon,,Yorkshire and The Humber,England,County,,Julian,Smith,Male,Con hold,Con,Lab,79238,53450,164,1650,18833,17183,4194,8516,3446,0,0,0,0,0,0,0,1278,0
E14001476,E12000004,Sleaford and North Hykeham,,East Midlands,England,County,,Caroline,Johnson,Female,Con hold,Con,Lab,75651,48565,196,4346,17348,13002,2264,10484,2435,0,0,0,0,0,0,0,3032,0
E14001477,E12000008,Slough,,South East,England,Borough,,Tan,Dhesi,Male,Lab hold,Lab,INet,81295,43278,167,3647,7457,14666,2060,3352,1873,0,0,0,0,0,0,0,13870,0
E14001478,E12000005,Smethwick,,West Midlands,England,Borough,,Gurinder,Josan,Male,Lab hold,Lab,RUK,72863,35115,211,11188,4546,16858,1018,5670,2741,0,0,0,0,0,0,0,4282,0
E14001479,E12000005,Solihull West and Shirley,,West Midlands,England,Borough,,Neil,Shastri-Hurst,Male,Con hold,Con,Lab,71816,46877,151,4620,16284,11664,7916,7149,3270,0,0,0,0,0,0,0,594,0
N05000014,N92000002,South Antrim,,Northern Ireland,Northern Ireland,County,,Robin,Swann,Male,UUP gain from DUP,UUP,DUP,77058,42908,181,7512,0,0,0,0,541,0,0,8799,8034,1589,16311,4574,3060,0
E14001480,E12000006,South Basildon and East Thurrock,,East of England,England,County,,James,McMurdock,Male,RUK gain from Con,RUK,Lab,72673,39549,123,98,10159,12080,1071,12178,1718,0,0,0,0,0,0,0,2343,0
E14001481,E12000006,South Cambridgeshire,,East of England,England,County,,Pippa,Heylings,Female,LD gain from Con,LD,Con,77327,54885,228,10641,15063,6106,25704,4897,2656,0,0,0,0,0,0,0,459,0
E14001482,E12000009,South Cotswolds,,South West,England,County,,Roz,Savage,Female,LD gain from Con,LD,Con,71971,52287,163,4973,17988,3942,22961,5146,1564,0,0,0,0,0,0,0,686,0
E14001483,E12000004,South Derbyshire,,East Midlands,England,County,,Samantha,Niblett,Female,Lab gain from Con,Lab,Con,73714,45737,153,4168,13566,17734,2134,8979,1941,0,0,0,0,0,0,0,1383,0
E14001484,E12000009,South Devon,,South West,England,County,,Caroline,Voaden,Female,LD gain from Con,LD,Con,72261,49004,142,7127,15413,3066,22540,6363,1497,0,0,0,0,0,0,0,125,0
E14001485,E12000009,South Dorset,,South West,England,County,,Lloyd,Hatton,Male,Lab gain from Con,Lab,Con,75924,49037,171,1048,14611,15659,8017,8168,2153,0,0,0,0,0,0,0,429,0
N05000015,N92000002,South Down,,Northern Ireland,Northern Ireland,County,,Chris,Hazzard,Male,SF hold,SF,SDLP,76248,45243,228,9280,46,0,0,0,444,0,0,7349,19698,10418,1411,3187,2690,0
E14001486,E12000009,South East Cornwall,,South West,England,County,,Anna,Gelderd,Female,Lab gain from Con,Lab,Con,72654,49286,136,1911,13759,15670,8284,9311,1999,0,0,0,0,0,0,0,263,0
E14001487,E12000004,South Holland and The Deepings,,East Midlands,England,County,,John,Hayes,Male,Con hold,Con,RUK,78473,45930,133,6856,17462,9086,1945,10606,1800,0,0,0,0,0,0,0,5031,0
E14001488,E12000004,South Leicestershire,,East Midlands,England,County,,Alberto,Costa,Male,Con hold,Con,Lab,78511,51359,183,5506,18264,12758,7621,10235,2481,0,0,0,0,0,0,0,0,0
E14001489,E12000006,South Norfolk,,East of England,England,County,,Ben,Goldsborough,Male,Lab gain from Con,Lab,Con,74006,49579,164,2826,14527,17353,5746,7583,3987,0,0,0,0,0,0,0,383,0
E14001490,E12000004,South Northamptonshire,,East Midlands,England,County,,Sarah,Bool,Female,Con hold,Con,Lab,78233,53697,187,3687,19191,15504,4989,8962,3040,0,0,0,0,0,0,0,2011,0
E14001491,E12000002,South Ribble,,North West,England,County,,Paul,Foster,Male,Lab gain from Con,Lab,Con,73420,46720,170,6501,13339,19840,2972,8995,1574,0,0,0,0,0,0,0,0,0
E14001492,E12000001,South Shields,,North East,England,Borough,,Emma,Lewell-Buck,Female,Lab hold,Lab,RUK,68366,36824,88,6653,4128,15122,1402,8469,5433,0,0,0,0,0,0,0,2270,0
E14001493,E12000005,South Shropshire,,West Midlands,England,County,,Stuart,Anderson,Male,Con hold,Con,LD,76677,51653,209,1624,17628,6939,16004,9171,1911,0,0,0,0,0,0,0,0,0
E14001494,E12000006,South Suffolk,,East of England,England,County,,James,Cartlidge,Male,Con hold,Con,Lab,74619,48801,183,3047,16082,13035,6424,9252,4008,0,0,0,0,0,0,0,0,0
E14001495,E12000009,South West Devon,,South West,England,County,,Rebecca,Smith,Female,Con hold,Con,Lab,77600,52242,119,2112,17916,15804,5551,9361,2925,0,0,0,0,0,0,0,685,0
E14001496,E12000006,South West Hertfordshire,,East of England,England,County,,Gagan,Mohindra,Male,Con hold,Con,LD,71737,48254,145,4456,16458,9637,12002,6790,2532,0,0,0,0,0,0,0,835,0
E14001497,E12000006,South West Norfolk,,East of England,England,County,,Terry,Jermy,Male,Lab gain from Con,Lab,Con,74724,44335,139,630,11217,11847,2618,9958,1838,0,0,0,0,0,0,0,6857,0
E14001498,E12000009,South West Wiltshire,,South West,England,County,,Andrew,Murrison,Male,Con hold,Con,Lab,73071,46168,167,3243,15617,12374,7205,7840,2243,0,0,0,0,0,0,0,889,0
E14001499,E12000008,Southampton Itchen,,South East,England,Borough,,Darren,Paffey,Male,Lab gain from Con,Lab,Con,68379,38053,124,6105,9677,15782,2684,6853,2793,0,0,0,0,0,0,0,264,0
E14001500,E12000008,Southampton Test,,South East,England,Borough,,Satvir,Kaur,Female,Lab hold,Lab,Con,65520,35805,160,9333,6612,15945,3252,5261,3594,0,0,0,0,0,0,0,1141,0
E14001501,E12000006,Southend East and Rochford,,East of England,England,County,,Bayo,Alaba,Male,Lab gain from Con,Lab,Con,70217,39656,145,4027,11368,15395,2269,7214,2716,0,0,0,0,0,0,0,694,0
E14001502,E12000006,Southend West and Leigh,,East of England,England,Borough,,David,Burton-Sampson,Male,Lab gain from Con,Lab,Con,75154,46968,163,1949,14790,16739,3174,8273,3262,0,0,0,0,0,0,0,730,0
E14001503,E12000007,Southgate and Wood Green,,London,England,Borough,,Bambos,Charalambous,Male,Lab hold,Lab,Con,77542,45671,256,15300,8037,23337,3925,3147,5607,0,0,0,0,0,0,0,1618,0
E14001504,E12000002,Southport,,North West,England,County,,Patrick,Hurley,Male,Lab gain from Con,Lab,Con,73641,45059,127,5789,11463,17252,5868,7395,2159,0,0,0,0,0,0,0,922,0
E14001505,E12000008,Spelthorne,,South East,England,Borough,,Lincoln,Jopp,Male,Con hold,Con,Lab,73782,46166,144,1590,14038,12448,8710,8284,2413,0,0,0,0,0,0,0,273,0
